,comp_0,comp_1,comp_2,group
0,0.8602503403472641,0.21596126998209725,0.6035375898657512,0
1,0.4709004405344124,1.0066335000674902,0.2221396706425094,1
2,0.1437894148069321,0.32599215199458653,0.8314406262229307,1
3,0.9859805599647504,0.43721079794136075,0.036003656845351416,0
4,0.8258396690660493,0.263232218062219,0.5280718432848951,0
5,0.8659773892704038,0.2880858186180204,0.41397816933546294,0
6,0.45479465831013355,0.49564405232371495,0.7730976896199198,1
7,0.40839847793340184,0.27902642482641604,0.8490573861835596,1
8,0.16284339517331256,0.8488320664443093,0.7383229404117209,1
9,1.1141824076094196,0.0774347899926538,0.24233347287853801,0
10,0.7826451985320553,0.2736648159444749,0.6330159231812155,0
11,0.6484910387184638,0.6237396221770132,0.43826325353918155,1
12,0.45131841318682425,0.49764514978486757,0.8929038982709538,1
13,0.8656313283455049,0.16238573983458088,0.5649081737975514,0
14,0.8749670554909373,0.37176903737850225,0.3536546908707314,0
15,0.5564430006297398,0.7477763005631829,0.44442583782939504,1
16,1.1448308867659234,0.005665760419260921,0.3433872413466007,0
17,0.4819694344530461,0.48510008761958845,0.7599215398577521,1
18,0.6964390387957302,0.35949932341685475,0.6488159650518437,0
19,0.5246299571839111,0.08382295443812426,0.9739256324702856,0
20,0.7859029202733775,0.046713100400190694,0.6964416986828027,0
21,0.15403790601191236,1.1144145709850075,0.5583161369467122,1
22,0.34834193582996814,1.2502363245355672,0.2545563252576465,1
23,0.5015912829923249,0.44093736682872803,0.7751782146968405,1
24,0.7373632782828912,0.2573833602632535,0.6816776920807806,0
25,0.5330148500532731,0.7263994006076591,0.4593802443704083,1
26,1.0094353726801473,0.029934842689128893,0.5278238849892531,0
27,0.7609151230234243,0.3365216082518368,0.6082571381530079,0
28,0.7051535961829534,0.6154545273700651,0.36336489953052264,1
29,0.5383384348958893,1.1431489135138708,0.0,1
30,0.928602977196552,0.27908345394722245,0.5108803928056296,0
31,0.8582226850194866,0.25991947436815727,0.638186772004366,0
32,1.1314213268250566,0.0,0.3555537595163701,0
33,0.7217563839526333,0.6114913623984177,0.4942765900738149,1
34,0.7037401346418511,0.438335149580597,0.6939519273046868,0
35,0.45293077213617744,0.6827812495494775,0.6400002186616941,1
36,0.37291524826984634,0.4368688243400587,0.9120175637386032,1
37,0.043401882227399366,0.5349956802553008,1.1955721470518212,1
38,0.9114887439631397,0.30830917336424407,0.4423541410633647,0
39,0.45367015039263303,0.43890921000597194,0.7690071395369691,1
40,0.0,0.7561312801244474,0.6067363668612651,1
41,0.6987617371906188,0.35323034439156775,0.6760371254829959,0
42,0.4047650221452829,1.2071253339850343,0.19911526252624515,1
43,0.8808672130572142,0.0,0.6774404185010509,0
44,0.9103862688839905,0.05746909627856891,0.5328007790085222,0
45,0.8193022998739999,0.374846819700496,0.5033310443608167,0
46,0.7878520529791285,0.16160729915432562,0.7139587379368983,0
47,0.5639084218082933,0.5276809215536595,0.7357853588285972,1
48,0.8827720822885226,0.33190194551304647,0.39822943103003383,0
49,0.9602703920990068,0.19209843985119712,0.503727039486277,0
50,0.06588092951086644,0.0,1.2949325499111584,1
51,0.652379056692978,0.7904271892108573,0.28557097582324886,1
52,0.26464026632356974,0.6998404329327425,0.6701657001089479,1
53,0.48566810975780506,0.4207611138312256,0.8741296122560305,1
54,0.6937124122627943,0.5602765572330475,0.6163765316838583,1
55,1.10150548093075,0.12240240045400931,0.3063163505069102,0
56,1.0605882175620165,0.18634145472075514,0.3446595380362691,0
57,0.06440115021750366,1.8349489822775644,0.0,1
58,1.0836405306010675,0.0,0.39829616040416516,0
59,0.5293647197391266,0.34839071103363956,0.7939966553720431,1
